Data,Rating,Titolo,Testo,Locale,Etichetta
2014-06-03,30,brunch un po' deludente.,il locale è bello forse il più bello della catena affacciato sulla piazza risorgimento ha a sua disposizione un numero di tavolini abbastanza numerosi soprattutto se paragonato ai lillipuziani pandenus la foppa e tadino e anche un dehors estivo con parecchi tavoli sul marciapiede peccato che il brunch pur presentandosi bene sulla carta sia non soddisfacente ci sono tre tipi principali di brunch ispirati a tre grandi città new york con lhamburger e patatine fritte berlino salsiccia e patate arrosto e londra patatine fritte pancake yogurt macedonia in aggiunta alle cose specifiche di ogni menù si ha una selezione pandenus consistente in toast focaccia e marmellata e la scelta di uova strapazzate in camicia occhio di bue ecc quindi niente buffet libero che è una delle cose più belle del brunch tra laltro in una specie di panetteria non aver la possibilità di prendersi un po di brioche e pizzette è un peccato e neppure qualche dolce non sono compresi quindi per 20 euro potete avere il vostro menù e un succo di frutta non spremuta abbastanza acquoso forse meglio optare per la bottiglietta di acqua io ho preso il menù meatpacking new york le uova strapazzate erano poche e neanche granché lhamburger era buono e i toast e la solitaria focaccia compresa nella selezione pandenus non erano appena sfornati come sarebbe stato duopo visto il locale marmellata nella norma insomma un brunch nella media visto il locale e la sua fama di panetteria mi aspettavo maggiore qualità personale cordiale,concordia,neg
2014-05-28,20,prezzo e servizio scarso,il posto e molto carino ed il cibo buono di tuttaltro parere per il servizio e il costo la cameriera ti pulisce il tavolo con un tovagliolino peccato che la marmellata resti attaccata al tavolo e non puoi neanche poggiare unagenda non sono compresi i tovaglioli nel servizio non esistono su nessun tavolo un succo e una misera anche se buona fettina di brownie 8 un furto da precisare poi che non stai seduto in un bar vista duomo peccato perché il locale in se è molto carino e cè ampia scelta tra dolce e salato,concordia,neg
2014-05-27,40,cool !!!,pandenus è un bel locale che offre buone brioches ottimi panini farciti pane pizza etc spesso dopo aver accompagnato i figli a scuola ci andiamo per bere un caffè e fare due chiacchere sedute ad un tavolinopurtroppo il servizio è lentissimo e spesso e volentieri una di noi si alza e va a prendere i caffè al bancone portandoli al tavoloun vero peccato manca personale e organizzazione,concordia,pos
2014-05-24,50,e' la colazione che ti fa iniziare bene la giornata!,non potrei iniziare la mia giornata senza aver fatto colazione con le fantastiche briosche del pandenus servite da personale sempre sorridente gentile ed accogliente ottimo anche il pane e le pizzette che dire tutto di gran gusto e qualità se non ci fosse si dovrebbe inventare grandi ragazzi continuate cosi,concordia,pos
2014-05-23,30,buon brunch,buon brunch con possibilità di scelta tra cinque diversi menu incontra i gusti di tuttidalla desiderio del peccato di gola al menu light personale gentile ma che può dimenticare ogni tanto leducazione,concordia,neg
2014-05-15,30,buon brunch,locale carino specialmente nei tavolini che affacciano allesterno carinissima la ragazza mora molto disponibile e solerte nel rispondere alle richieste dei clienti ci andiamo spesso per il brunch nel weekend si possono scegliere una serie di piatti corredati da panebrioschefette biscottate con marmellata e nutella un bel bicchierone di succo e caffe buono il rapporto qualità prezzo meno indicato per un drink serale dato i prezzi,concordia,neg
2014-05-05,40,"pranzo, ape o cena in compagnia",un posto perfetto per mangiare o smangiucchiare in compagnia in un atmosfera molto easy ma con un tocco particolare molto ricercato nei particolari menu vario e ottimi aperitivi,concordia,pos
2014-04-30,10,"state alla larga, pessimi!",un locale assolutamente mediocre con prezzi folli innanzitutto non avevano birra alla spina così ho deciso di prendere una menabrea in bottiglia morale della favola una menabrea in bottiglia 6 un coca e malibù 9 e un bayles 7 per un totale di 22 da un locale con prezzi così alti ci si aspetta di più anche il servizio non è granchè la cameriera è straniera e non capisce unacca le ho chiesto un bicchiere in più e non me lo ha portato state alla larga non ne vale la pena,concordia,neg
2014-04-13,30,mediocre,unica nota realmente positiva il buffet sempre rifornito gustoso e vario per il resto il personale non è molto attento e neppure molto accondiscendente lo spazio a disposizione è molto ridotto ed è praticamente impossibile organizzare per gruppi con più di 56 persone infine è sensibilmente costoso per i servizi offerti o meglio per i servizi non offerti  fortunatamente per loro quando si è in compagnia ci si diverte ovunque e si sorvola su queste mancanze,concordia,neg
2014-04-11,40,cocktail buoni e buon buffet,i cocktail sono molto buoni il buffet è scarso ma di buona qualità la pizzafocaccia è ottima daltronde nasce come panetteria  oltre alla pizza ci sono polpettine cous cous da condire verdure per il pinzimonio frittata fritti misti formaggi e salumi e frutta non è possibile prenotare il tavolo,concordia,pos
2014-04-03,30,sfizioso,nasce come panificio con prodotti panificati direttamente tutti i giorni e si è trasformato piano piano in un posto che offre la possiiblità di fare colazione pranzo e aperitivo i cocktails non sono nulla di rilevante e la scelta dei viniè quello che èma gli stucchini sono davvero buoni,concordia,neg
2014-03-29,20,al di sotto delle aspettative!,sono stata di sabato sera e credo fortunatamente siamo arrivati sul presto per le 1930 eravamo in due e quindi appena arrivati cera posto ci hanno fatto sedere subito e con discreta cortesia costo 8 euro senza possibilità di ordinare birra alla spina direi una pecca per un locale che fa aperitivo nessuna lista per i cocktail locale piccolo pochi tavoli e credo facilmente congestionabile anche se ripeto noni siamo stati fortunati le mie aspettative deluse tuttavia riguardano il buffet conoscevo questo posto come un panificio e pertanto mi sarei aspettata una maggior varietà di carboidrati in generale riassumerei dicendo buffett di qualità ma davvero poca la scelta nota positiva il continuo rifornimento ambiente solo in apparenza informale,concordia,neg
2014-03-23,30,take away ok,sempre pieno età media a 3035 anni ci prendo a volte sandwiches panini e fette di torta per queste tre cose è ok in genere porto a casa abitando vicino quindi non posso pronunciarmi su tempi di attesa e servizio,concordia,neg
2014-03-20,20,ti odiano,abito a pochi metri da questo locale quindi mi è capitato di tornarci spesso nonostante ogni volta giuro che sia lultima non mi è mai capitato di sentirmi dire prego si accomodi ma non so per quali smanie di esclusività ho sempre dovuto aspettare che si liberasse un tavolo nb anche con locale mezzo vuoto dai 1o minuti in su poi quando finalmente ti guadagni un tavolo minuscolo perché così vuole la moda vieni trattato come un ospite sgradito ospite sgradito che per laperitivo qualsiasi consumazione prenda spende dagli 8 in su bisogna menzionare il buffet dellaperitivo come unica nota positiva perché anche il brunch pur essendo abbondante e di qualità è davvero difficile da digerire per il prezzo consigliabile per un caffè la mattina in settimana ma nel weekend e per laperitivo bisogna avere buone ragioni per andarci,concordia,neg
2014-03-19,50,buon aperitivo,aperitivo che non si distingue sicuramente per il gran numero di scelte disponibili al buffet ma piuttosto per una buona qualità dello stesso e soprattutto cosa a mio parere da non sottovalutare visto come va in altri locali non smettono mai di rifornire il buffet anche quando comincia lorario della cena permettendo così anche a chi si siede alle 830 di godersi laperitivo senza sentirsi dire che deve lasciare il tavolo  prezzo 8 euro direi nella media  servizio migliorabile cera molta gente ed è stato un po lento migliorabile la gestione ma con tanta gente si può essere comprensivi  chiesto tavolino per tre seppur allinizio fossimo solo in due ci hanno chiesto un paio di volte la terza sedia e non hanno mai insistito troppo alla nostra risposta negativa causa lattesa della terza persona mentre altrove solitamente lo prendono sostenendo che non si possa occupare un posto etc etc,concordia,pos
2014-03-18,40,soddisfatto,ci tengo molto a manifestare lapprezzamento per questo bel locale ne avevo sentito parlare molto bene più volte e quando infine lho scelto per un aperi  cena alla milanese sono stato pienamente soddisfatto il personale è cortese e sorridente anche se forse non molto premuroso i cocktail sufficientemente vari e il buffet a base di prodotti da forno e verdure fresche davvero appetitoso durante la serata ci è stato portato anche un simpatico stuzzichino a base di verdure fritte ho gradito molto latmosfera un mix di calore casalingo e suggestioni metropolitane davvero ben riuscito esente da quel fastidioso cicaleccio tipico di molti locali con una frequentazione più adolescente i bagni sono puliti e dal design accattivante lo consiglio calorosamente,concordia,pos
2014-03-16,20,mediocre,lunica cosa che salvo è la carineria del locale perché il resto non fa guadagnare punti il servizio è distratto non cè una persona che si occupa di un tavolo per volta ma tutti si occupano di tutto e tutti quindi ci hanno chiesto tre volte la stessa cosauna volta seduti hanno impiegato dieci minuti per sparecchiare il tavolo quando se lavesse fatto una sola avrebbe perso meno tempo e non avrebbe fatto sentire il cliente abbandonato il brunch é a scelta tra tre possibilità nel mio caso il toast french era duro linsalata completamente scondita e i gamberi al vapore gelati 44 euro per due menù e laggiunta di una birranon vale il viaggio se non abitate vicino,concordia,neg
2014-02-02,20,molto poco gentili e servizio distratto,siamo tornati per un brunch al pandenus di piazza concordia dopo lesperienza negativa di via tadino e devo dire che mio malgrado confermo il giudizio negativo su questi locali anche qui lantipatia fa da regina oltre al fatto che tendono a metterti uno sopra laltro pur di fare copertila qualità è media e il prezzo elevato con i tanti posti che ci sono a milano dove fare laperitivo questo è decisamente da sconsigliare,concordia,neg
2014-02-01,10,maleducati!,volevo organizzare un aperitivo con una trentina di persone ma purtroppo disponibilita accoglienza e approccio pessimo senza parlare del fatto che garantendo 30 consumazioni il prezzo di favore sarebbe stato 12 euro invece di 8 e presumo fosse il titolare voleva convincermi che tutti i locali funzionano così,concordia,neg
2014-01-29,20,3c: carino ma caro caro,il classico pub milanese un po raffinato la terrazza fuori è molto carina ma questo non gli dà il diritto di alzare i prezzi di ogni bevanda,concordia,neg
2014-01-25,10,pessima esperienza,la ragazza che ci ha servito si chiama chiara ed è stata gentilissima nellaccoglierci nel locale purtroppo il titolare di origine asiatiche oltre che tagliare e toccare con le dita le torte con cui ha toccato un attimo prima i soldi ha il coraggio di far pagare un negroni sbagliato annaquato a 9 euro bicchiere piccolovalore della bevanda 50 centesimi oltre a questo ha cercato di mandarci via prima dal tavolo mandando una cameriera chiedendoci se desideravamo altro da bere ma mi faccia il piacere,concordia,neg
